task_name, instance, acc, dma_in, dma_out
conv2d_1, 0, 864, 6142, 14622
conv2d_1, 1, 864, 4898, 15283
conv2d_1, 2, 864, 6710, 14793
conv2d_1, 3, 864, 7635, 15056
conv2d_1, 4, 567, 5385, 10563
conv2d_1, 5, 864, 7234, 14509
conv2d_1, 6, 864, 6893, 14863
conv2d_1, 7, 864, 5835, 13799
conv2d_1, 8, 864, 5937, 16099
conv2d_1, 9, 567, 3971, 11852
conv2d_1, 10, 864, 7277, 16243
conv2d_1, 11, 864, 7244, 16676
conv2d_1, 12, 864, 7319, 15036
conv2d_1, 13, 864, 7536, 15278
conv2d_1, 14, 567, 4816, 10104
conv2d_1, 15, 864, 6508, 16109
conv2d_1, 16, 864, 6210, 15683
conv2d_1, 17, 864, 7917, 14502
conv2d_1, 18, 864, 7779, 16263
conv2d_1, 19, 567, 4892, 11892
conv2d_1, 20, 864, 8387, 16680
conv2d_1, 21, 864, 7750, 17464
conv2d_1, 22, 864, 8184, 16021
conv2d_1, 23, 864, 9080, 16862
conv2d_1, 24, 567, 6333, 11318
conv2d_1, 25, 864, 8264, 16170
conv2d_1, 26, 864, 7294, 16435
conv2d_1, 27, 864, 8192, 15010
conv2d_1, 28, 864, 8075, 15317
conv2d_1, 29, 567, 5384, 10967
conv2d_1, 30, 864, 7173, 14908
conv2d_1, 31, 864, 7097, 15411
conv2d_1, 32, 864, 6116, 14150
conv2d_1, 33, 864, 6567, 15711
conv2d_1, 34, 567, 3908, 11809
conv2d_1, 35, 864, 7003, 15903
conv2d_1, 36, 864, 7149, 15740
conv2d_1, 37, 864, 7251, 14840
conv2d_1, 38, 864, 7170, 14752
conv2d_1, 39, 567, 4648, 10099
conv2d_1, 40, 864, 6386, 15633
conv2d_1, 41, 864, 6001, 15138
conv2d_1, 42, 864, 7467, 14489
conv2d_1, 43, 864, 7128, 13948
conv2d_1, 44, 567, 4603, 9756
conv2d_1, 45, 270, 2026, 4948
conv2d_1, 46, 270, 1938, 5104
conv2d_1, 47, 270, 2044, 5638
conv2d_1, 48, 270, 2056, 3917
conv2d_1, 49, 178, 1144, 3053
batch_normalization_1, 0, 75, 3735, 0
batch_normalization_1, 1, 75, 4225, 0
batch_normalization_1, 2, 75, 4632, 0
batch_normalization_1, 3, 75, 5691, 0
batch_normalization_1, 4, 75, 6465, 0
batch_normalization_1, 5, 75, 5611, 0
batch_normalization_1, 6, 75, 6426, 0
batch_normalization_1, 7, 75, 5055, 0
batch_normalization_1, 8, 75, 4621, 0
batch_normalization_1, 9, 75, 5587, 0
batch_normalization_1, 10, 75, 5633, 0
batch_normalization_1, 11, 75, 6547, 0
batch_normalization_1, 12, 75, 5753, 0
batch_normalization_1, 13, 75, 5693, 0
batch_normalization_1, 14, 75, 4569, 0
batch_normalization_1, 15, 75, 4743, 0
