task_name, instance, acc, dma_in, dma_out
conv1, 0, 1029, 17873, 6956
conv1, 1, 1029, 1398, 6147
conv1, 2, 1029, 1428, 6041
conv1, 3, 1029, 1553, 6615
conv1, 4, 1029, 1561, 6158
conv1, 5, 1029, 2065, 6951
conv1, 6, 1029, 1518, 6042
conv1, 7, 1029, 1661, 6816
conv1, 8, 1029, 1500, 6138
conv1, 9, 1029, 1576, 6045
conv1, 10, 1029, 1380, 6698
conv1, 11, 1029, 1503, 6101
conv1, 12, 1029, 2184, 6900
conv1, 13, 1029, 1517, 6120
conv1, 14, 1029, 1512, 6011
conv1, 15, 1029, 1462, 6696
conv1, 16, 1029, 1497, 6271
conv1, 17, 1029, 2110, 6745
conv1, 18, 1029, 1435, 6023
conv1, 19, 1029, 1459, 6805
conv1, 20, 1029, 1449, 6144
conv1, 21, 1029, 1483, 6168
conv1, 22, 1029, 1480, 6732
conv1, 23, 1029, 1482, 6001
conv1, 24, 1029, 2252, 7123
conv1, 25, 1029, 1527, 6067
conv1, 26, 1029, 1359, 6098
conv1, 27, 1029, 1483, 6463
conv1, 28, 1029, 1520, 6196
conv1, 29, 1029, 1975, 6769
conv1, 30, 1029, 1496, 6006
conv1, 31, 1029, 1483, 6956
conv1, 32, 1029, 1568, 6232
conv1, 33, 1029, 1502, 6089
conv1, 34, 1029, 1338, 6727
conv1, 35, 1029, 1525, 6093
conv1, 36, 1029, 2341, 6809
conv1, 37, 1029, 1453, 6007
conv1, 38, 1029, 1657, 6003
conv1, 39, 1029, 1585, 6863
conv1, 40, 1029, 1877, 6161
conv1, 41, 1029, 2561, 6793
conv1, 42, 1029, 1421, 6063
conv1, 43, 1029, 1625, 6904
conv1, 44, 1029, 1579, 6148
conv1, 45, 1029, 1574, 6068
conv1, 46, 1029, 1472, 6701
conv1, 47, 1029, 1540, 6029
conv1, 48, 1029, 2333, 7026
conv1, 49, 1029, 1527, 6108
conv1, 50, 1029, 1354, 5956
conv1, 51, 1029, 1498, 6851
conv1, 52, 1029, 1472, 6255
conv1, 53, 1029, 2317, 6809
conv1, 54, 1029, 1485, 5977
conv1, 55, 1029, 1491, 6820
conv1, 56, 1029, 1457, 6099
conv1, 57, 1029, 1530, 6016
conv1, 58, 1029, 1407, 6673
conv1, 59, 1029, 1504, 6025
conv1, 60, 1029, 1419, 7089
conv1, 61, 1029, 1457, 6064
conv1, 62, 1029, 1553, 6209
conv1, 63, 1029, 1538, 6662
conv1, 64, 1029, 1585, 6261
conv1, 65, 1029, 2286, 7006
conv1, 66, 1029, 1437, 6075
conv1, 67, 1029, 1726, 6849
conv1, 68, 1029, 1521, 6163
conv1, 69, 1029, 1611, 6021
conv1, 70, 1029, 1627, 6611
conv1, 71, 1029, 1757, 5993
conv1, 72, 1029, 2253, 6978
conv1, 73, 1029, 1681, 6028
conv1, 74, 1029, 1702, 6109
conv1, 75, 1029, 1582, 6773
conv1, 76, 1029, 1605, 6161
conv1, 77, 1029, 2281, 6717
conv1, 78, 1029, 1499, 6006
conv1, 79, 1029, 1543, 6982
conv1, 80, 1029, 1478, 6283
conv1, 81, 1029, 1582, 6142
conv1, 82, 1029, 1321, 6719
conv1, 83, 1029, 1532, 5999
conv1, 84, 1029, 2325, 6931
conv1, 85, 1029, 1511, 5956
conv1, 86, 1029, 1481, 5909
conv1, 87, 1029, 1468, 6703
conv1, 88, 1029, 1487, 6199
conv1, 89, 1029, 2201, 6733
conv1, 90, 1029, 1369, 5978
conv1, 91, 1029, 1461, 6917
conv1, 92, 1029, 1476, 6155
conv1, 93, 1029, 1547, 6098
conv1, 94, 1029, 1497, 6723
conv1, 95, 1029, 1602, 6135
conv1, 96, 1029, 2157, 7098
conv1, 97, 1029, 1587, 6280
conv1, 98, 1029, 1368, 6801
conv1, 99, 1029, 1536, 6038
conv1, 100, 1029, 1625, 6196
conv1, 101, 1029, 1596, 6799
conv1, 102, 1029, 1700, 6075
conv1, 103, 1029, 1847, 6805
conv1, 104, 1029, 1675, 6204
conv1, 105, 1029, 1699, 6132
conv1, 106, 1029, 1660, 6704
conv1, 107, 1029, 1668, 6282
conv1, 108, 1029, 2354, 7133
conv1, 109, 1029, 1584, 6077
conv1, 110, 1029, 1553, 6025
conv1, 111, 1029, 1529, 5251
bn_conv1, 0, 56, 6117, 0
bn_conv1, 1, 56, 5403, 0
bn_conv1, 2, 56, 8338, 0
bn_conv1, 3, 56, 7349, 0
bn_conv1, 4, 56, 7932, 0
bn_conv1, 5, 56, 7342, 0
bn_conv1, 6, 56, 8525, 0
bn_conv1, 7, 56, 7469, 0
bn_conv1, 8, 56, 8100, 0
bn_conv1, 9, 56, 8047, 0
bn_conv1, 10, 56, 7353, 0
bn_conv1, 11, 56, 8675, 0
bn_conv1, 12, 56, 7325, 0
bn_conv1, 13, 56, 8026, 0
bn_conv1, 14, 56, 7311, 0
bn_conv1, 15, 56, 8727, 0
bn_conv1, 16, 56, 7310, 0
bn_conv1, 17, 56, 8405, 0
bn_conv1, 18, 56, 7368, 0
bn_conv1, 19, 56, 7903, 0
bn_conv1, 20, 56, 8517, 0
bn_conv1, 21, 56, 7154, 0
bn_conv1, 22, 56, 8167, 0
bn_conv1, 23, 56, 7330, 0
bn_conv1, 24, 56, 8268, 0
bn_conv1, 25, 56, 7331, 0
bn_conv1, 26, 56, 7926, 0
bn_conv1, 27, 56, 7289, 0
bn_conv1, 28, 56, 8126, 0
bn_conv1, 29, 56, 7827, 0
bn_conv1, 30, 56, 7889, 0
bn_conv1, 31, 56, 7344, 0
bn_conv1, 32, 56, 7254, 0
bn_conv1, 33, 56, 8037, 0
bn_conv1, 34, 56, 7529, 0
bn_conv1, 35, 56, 7917, 0
bn_conv1, 36, 56, 7347, 0
bn_conv1, 37, 56, 8004, 0
bn_conv1, 38, 56, 7889, 0
bn_conv1, 39, 56, 8012, 0
bn_conv1, 40, 56, 7300, 0
bn_conv1, 41, 56, 7965, 0
bn_conv1, 42, 56, 7333, 0
bn_conv1, 43, 56, 8468, 0
bn_conv1, 44, 56, 8159, 0
bn_conv1, 45, 56, 7088, 0
bn_conv1, 46, 56, 8177, 0
bn_conv1, 47, 56, 7971, 0
bn_conv1, 48, 56, 8190, 0
bn_conv1, 49, 56, 7272, 0
bn_conv1, 50, 56, 8002, 0
bn_conv1, 51, 56, 7161, 0
bn_conv1, 52, 56, 8585, 0
bn_conv1, 53, 56, 7338, 0
bn_conv1, 54, 56, 7786, 0
bn_conv1, 55, 56, 8045, 0
bn_conv1, 56, 56, 7551, 0
bn_conv1, 57, 56, 8463, 0
bn_conv1, 58, 56, 7308, 0
bn_conv1, 59, 56, 8093, 0
bn_conv1, 60, 56, 7323, 0
bn_conv1, 61, 56, 8620, 0
bn_conv1, 62, 56, 7313, 0
bn_conv1, 63, 56, 8204, 0
bn_conv1, 64, 56, 7335, 0
bn_conv1, 65, 56, 7810, 0
bn_conv1, 66, 56, 8286, 0
bn_conv1, 67, 56, 7343, 0
bn_conv1, 68, 56, 7992, 0
bn_conv1, 69, 56, 7334, 0
bn_conv1, 70, 56, 8628, 0
bn_conv1, 71, 56, 7362, 0
bn_conv1, 72, 56, 7953, 0
bn_conv1, 73, 56, 7160, 0
bn_conv1, 74, 56, 8026, 0
bn_conv1, 75, 56, 7879, 0
bn_conv1, 76, 56, 7890, 0
bn_conv1, 77, 56, 8105, 0
bn_conv1, 78, 56, 7380, 0
bn_conv1, 79, 56, 8448, 0
bn_conv1, 80, 56, 7305, 0
bn_conv1, 81, 56, 8148, 0
bn_conv1, 82, 56, 7305, 0
bn_conv1, 83, 56, 8132, 0
bn_conv1, 84, 56, 7873, 0
bn_conv1, 85, 56, 8150, 0
bn_conv1, 86, 56, 7316, 0
bn_conv1, 87, 56, 8214, 0
bn_conv1, 88, 56, 8287, 0
bn_conv1, 89, 56, 7389, 0
bn_conv1, 90, 56, 8065, 0
bn_conv1, 91, 56, 7340, 0
bn_conv1, 92, 56, 8084, 0
