task_name, instance, acc, dma_in, dma_out
conv1, 0, 2058, 18033, 7064
conv1, 1, 2058, 1414, 6191
conv1, 2, 2058, 1478, 6072
conv1, 3, 2058, 1549, 6858
conv1, 4, 2058, 1600, 6216
conv1, 5, 2058, 2318, 6888
conv1, 6, 2058, 1628, 6049
conv1, 7, 2058, 1546, 6900
conv1, 8, 2058, 1497, 6210
conv1, 9, 2058, 1576, 6119
conv1, 10, 2058, 1380, 6650
conv1, 11, 2058, 1555, 6024
conv1, 12, 2058, 2284, 6876
conv1, 13, 2058, 1470, 6083
conv1, 14, 2058, 1482, 6048
conv1, 15, 2058, 1531, 6773
conv1, 16, 2058, 1496, 6297
conv1, 17, 2058, 2185, 6792
conv1, 18, 2058, 1429, 5958
conv1, 19, 2058, 1526, 6765
conv1, 20, 2058, 1450, 6104
conv1, 21, 2058, 1493, 6155
conv1, 22, 2058, 1482, 6696
conv1, 23, 2058, 1483, 6063
conv1, 24, 2058, 2286, 7028
conv1, 25, 2058, 1515, 6068
conv1, 26, 2058, 1346, 6015
conv1, 27, 2058, 1476, 6750
conv1, 28, 2058, 1499, 6199
conv1, 29, 2058, 2206, 6799
conv1, 30, 2058, 1499, 5947
conv1, 31, 2058, 1593, 6863
conv1, 32, 2058, 1455, 6271
conv1, 33, 2058, 1785, 6115
conv1, 34, 2058, 1333, 6739
conv1, 35, 2058, 1547, 6067
conv1, 36, 2058, 2423, 6956
conv1, 37, 2058, 1591, 5980
conv1, 38, 2058, 1652, 6095
conv1, 39, 2058, 1588, 6793
conv1, 40, 2058, 1729, 6153
conv1, 41, 2058, 2473, 6728
conv1, 42, 2058, 1509, 6103
conv1, 43, 2058, 1630, 6816
conv1, 44, 2058, 1583, 6136
conv1, 45, 2058, 1584, 6103
conv1, 46, 2058, 1468, 6770
conv1, 47, 2058, 1545, 6031
conv1, 48, 2058, 2374, 7062
conv1, 49, 2058, 1557, 6036
conv1, 50, 2058, 1362, 5996
conv1, 51, 2058, 1468, 6853
conv1, 52, 2058, 1500, 6243
conv1, 53, 2058, 2315, 6848
conv1, 54, 2058, 1471, 5928
conv1, 55, 2058, 1510, 6872
conv1, 56, 2058, 1488, 6123
conv1, 57, 2058, 1552, 6050
conv1, 58, 2058, 1473, 6605
conv1, 59, 2058, 1514, 6090
conv1, 60, 2058, 2161, 6970
conv1, 61, 2058, 1488, 6101
conv1, 62, 2058, 1560, 6108
conv1, 63, 2058, 1537, 6930
conv1, 64, 2058, 1502, 6273
conv1, 65, 2058, 2554, 6819
conv1, 66, 2058, 1427, 6066
conv1, 67, 2058, 1631, 6823
conv1, 68, 2058, 1736, 6156
conv1, 69, 2058, 1609, 6057
conv1, 70, 2058, 1598, 6689
conv1, 71, 2058, 1717, 6049
conv1, 72, 2058, 2313, 6806
conv1, 73, 2058, 1737, 6093
conv1, 74, 2058, 1636, 6129
conv1, 75, 2058, 1585, 6593
conv1, 76, 2058, 1651, 6143
conv1, 77, 2058, 2097, 6849
conv1, 78, 2058, 1493, 6185
conv1, 79, 2058, 1545, 6889
conv1, 80, 2058, 1611, 6291
conv1, 81, 2058, 1513, 6091
conv1, 82, 2058, 1329, 6683
conv1, 83, 2058, 1523, 6047
conv1, 84, 2058, 2225, 6946
conv1, 85, 2058, 1489, 5893
conv1, 86, 2058, 1594, 5967
conv1, 87, 2058, 1473, 6659
conv1, 88, 2058, 1491, 6220
conv1, 89, 2058, 2207, 6748
conv1, 90, 2058, 1384, 6025
conv1, 91, 2058, 1464, 6753
conv1, 92, 2058, 1467, 6230
conv1, 93, 2058, 1501, 6119
conv1, 94, 2058, 1502, 6708
conv1, 95, 2058, 1499, 6242
conv1, 96, 2058, 2160, 7057
conv1, 97, 2058, 1540, 6104
conv1, 98, 2058, 1383, 6775
conv1, 99, 2058, 1522, 6135
conv1, 100, 2058, 1625, 6258
conv1, 101, 2058, 1601, 6928
conv1, 102, 2058, 1692, 6071
conv1, 103, 2058, 1830, 6837
conv1, 104, 2058, 1671, 6228
conv1, 105, 2058, 1699, 6121
conv1, 106, 2058, 1580, 6732
conv1, 107, 2058, 1667, 6011
conv1, 108, 2058, 2288, 6968
conv1, 109, 2058, 1563, 6015
conv1, 110, 2058, 1558, 5923
conv1, 111, 2058, 1531, 5169
bn_conv1, 0, 7, 6131, 0
bn_conv1, 1, 7, 5403, 0
bn_conv1, 2, 7, 8250, 0
bn_conv1, 3, 7, 7149, 0
bn_conv1, 4, 7, 7924, 0
bn_conv1, 5, 7, 7328, 0
bn_conv1, 6, 7, 8519, 0
bn_conv1, 7, 7, 7476, 0
bn_conv1, 8, 7, 7938, 0
bn_conv1, 9, 7, 7293, 0
bn_conv1, 10, 7, 7892, 0
bn_conv1, 11, 7, 8620, 0
bn_conv1, 12, 7, 7374, 0
bn_conv1, 13, 7, 8141, 0
bn_conv1, 14, 7, 7317, 0
bn_conv1, 15, 7, 8734, 0
bn_conv1, 16, 7, 7347, 0
bn_conv1, 17, 7, 8189, 0
bn_conv1, 18, 7, 7326, 0
bn_conv1, 19, 7, 8065, 0
bn_conv1, 20, 7, 7822, 0
bn_conv1, 21, 7, 8025, 0
bn_conv1, 22, 7, 7318, 0
bn_conv1, 23, 7, 7130, 0
bn_conv1, 24, 7, 8260, 0
bn_conv1, 25, 7, 7430, 0
bn_conv1, 26, 7, 8223, 0
bn_conv1, 27, 7, 7218, 0
bn_conv1, 28, 7, 8137, 0
bn_conv1, 29, 7, 7839, 0
bn_conv1, 30, 7, 8251, 0
bn_conv1, 31, 7, 7322, 0
bn_conv1, 32, 7, 7874, 0
bn_conv1, 33, 7, 7315, 0
bn_conv1, 34, 7, 7514, 0
bn_conv1, 35, 7, 8093, 0
bn_conv1, 36, 7, 7341, 0
bn_conv1, 37, 7, 8011, 0
bn_conv1, 38, 7, 7937, 0
bn_conv1, 39, 7, 7878, 0
bn_conv1, 40, 7, 7361, 0
bn_conv1, 41, 7, 8050, 0
bn_conv1, 42, 7, 7352, 0
bn_conv1, 43, 7, 8550, 0
bn_conv1, 44, 7, 7317, 0
bn_conv1, 45, 7, 7141, 0
bn_conv1, 46, 7, 8036, 0
bn_conv1, 47, 7, 7917, 0
bn_conv1, 48, 7, 8220, 0
bn_conv1, 49, 7, 7247, 0
bn_conv1, 50, 7, 7918, 0
bn_conv1, 51, 7, 7180, 0
bn_conv1, 52, 7, 8513, 0
bn_conv1, 53, 7, 7444, 0
bn_conv1, 54, 7, 7866, 0
bn_conv1, 55, 7, 7329, 0
bn_conv1, 56, 7, 8182, 0
bn_conv1, 57, 7, 8387, 0
bn_conv1, 58, 7, 7299, 0
bn_conv1, 59, 7, 8211, 0
bn_conv1, 60, 7, 7223, 0
bn_conv1, 61, 7, 8624, 0
bn_conv1, 62, 7, 7326, 0
bn_conv1, 63, 7, 7977, 0
bn_conv1, 64, 7, 7345, 0
bn_conv1, 65, 7, 8000, 0
bn_conv1, 66, 7, 7462, 0
bn_conv1, 67, 7, 7317, 0
bn_conv1, 68, 7, 8078, 0
bn_conv1, 69, 7, 7333, 0
bn_conv1, 70, 7, 8562, 0
bn_conv1, 71, 7, 7386, 0
bn_conv1, 72, 7, 7915, 0
bn_conv1, 73, 7, 7318, 0
bn_conv1, 74, 7, 8081, 0
bn_conv1, 75, 7, 7832, 0
bn_conv1, 76, 7, 7868, 0
bn_conv1, 77, 7, 7375, 0
bn_conv1, 78, 7, 7403, 0
bn_conv1, 79, 7, 8544, 0
bn_conv1, 80, 7, 7363, 0
bn_conv1, 81, 7, 8120, 0
bn_conv1, 82, 7, 7331, 0
bn_conv1, 83, 7, 8123, 0
bn_conv1, 84, 7, 7887, 0
bn_conv1, 85, 7, 7997, 0
bn_conv1, 86, 7, 7316, 0
bn_conv1, 87, 7, 8244, 0
bn_conv1, 88, 7, 7544, 0
bn_conv1, 89, 7, 7321, 0
bn_conv1, 90, 7, 8132, 0
bn_conv1, 91, 7, 7310, 0
bn_conv1, 92, 7, 8110, 0
bn_conv1, 93, 7, 7842, 0
bn_conv1, 94, 7, 7965, 0
bn_conv1, 95, 7, 7340, 0
bn_conv1, 96, 7, 8214, 0
bn_conv1, 97, 7, 7074, 0
bn_conv1, 98, 7, 8293, 0
bn_conv1, 99, 7, 7348, 0
bn_conv1, 100, 7, 7355, 0
bn_conv1, 101, 7, 8094, 0
bn_conv1, 102, 7, 7784, 0
bn_conv1, 103, 7, 8122, 0
bn_conv1, 104, 7, 7332, 0
bn_conv1, 105, 7, 8142, 0
bn_conv1, 106, 7, 7425, 0
bn_conv1, 107, 7, 8470, 0
bn_conv1, 108, 7, 7353, 0
bn_conv1, 109, 7, 7943, 0
bn_conv1, 110, 7, 7389, 0
bn_conv1, 111, 7, 7779, 0
res2a_branch2a, 0, 440, 8467, 4482
res2a_branch2a, 1, 440, 2432, 3783
res2a_branch2a, 2, 440, 3944, 3726
res2a_branch2a, 3, 440, 3357, 3793
res2a_branch2a, 4, 440, 3246, 4379
res2a_branch2a, 5, 440, 3195, 3745
res2a_branch2a, 6, 440, 3811, 3750
res2a_branch2a, 7, 440, 3215, 4526
res2a_branch2a, 8, 440, 3248, 3906
res2a_branch2a, 9, 440, 3270, 3923
res2a_branch2a, 10, 440, 3238, 3992
res2a_branch2a, 11, 440, 3385, 4791
res2a_branch2a, 12, 440, 3326, 4054
res2a_branch2a, 13, 440, 4155, 4073
res2a_branch2a, 14, 440, 3460, 4065
res2a_branch2a, 15, 440, 3537, 4936
res2a_branch2a, 16, 440, 3609, 4067
res2a_branch2a, 17, 440, 4432, 4166
res2a_branch2a, 18, 440, 3531, 4960
res2a_branch2a, 19, 440, 3624, 4172
res2a_branch2a, 20, 440, 4308, 4129
res2a_branch2a, 21, 440, 3658, 4207
res2a_branch2a, 22, 440, 3519, 4799
res2a_branch2a, 23, 440, 3547, 4125
res2a_branch2a, 24, 440, 4257, 4232
res2a_branch2a, 25, 440, 3537, 4929
res2a_branch2a, 26, 440, 3454, 4016
res2a_branch2a, 27, 440, 4357, 4221
res2a_branch2a, 28, 440, 3368, 4045
res2a_branch2a, 29, 440, 3427, 4625
res2a_branch2a, 30, 440, 3271, 3834
res2a_branch2a, 31, 440, 4049, 3861
res2a_branch2a, 32, 440, 3296, 4373
res2a_branch2a, 33, 440, 3141, 3710
res2a_branch2a, 34, 440, 3311, 3819
res2a_branch2a, 35, 440, 3286, 3802
res2a_branch2a, 36, 440, 3321, 4503
res2a_branch2a, 37, 440, 3194, 3764
res2a_branch2a, 38, 440, 3977, 3789
res2a_branch2a, 39, 440, 3152, 3797
res2a_branch2a, 40, 440, 3373, 4668
res2a_branch2a, 41, 440, 3387, 3876
res2a_branch2a, 42, 440, 4070, 3924
res2a_branch2a, 43, 440, 3244, 3937
res2a_branch2a, 44, 440, 3374, 4873
res2a_branch2a, 45, 440, 3479, 4071
res2a_branch2a, 46, 440, 4227, 4078
res2a_branch2a, 47, 440, 3523, 4936
res2a_branch2a, 48, 440, 3616, 4167
res2a_branch2a, 49, 440, 4398, 4101
res2a_branch2a, 50, 440, 3621, 4150
res2a_branch2a, 51, 440, 3579, 4946
res2a_branch2a, 52, 440, 3598, 4065
res2a_branch2a, 53, 440, 4484, 2804
res2a_branch2a, 54, 440, 3539, 2841
res2a_branch1, 0, 1760, 19439, 12648
res2a_branch1, 1, 1760, 2846, 12668
res2a_branch1, 2, 1760, 3554, 12641
res2a_branch1, 3, 1760, 3486, 11757
res2a_branch1, 4, 1760, 3583, 12570
res2a_branch1, 5, 1760, 3483, 12698
