task_name, instance, acc, dma_in, dma_out
conv2d_1, 0, 864, 6906, 15374
conv2d_1, 1, 864, 4962, 15343
conv2d_1, 2, 864, 7464, 14757
conv2d_1, 3, 864, 7705, 15225
conv2d_1, 4, 567, 5273, 10671
conv2d_1, 5, 864, 7271, 14403
conv2d_1, 6, 864, 6819, 14805
conv2d_1, 7, 864, 5941, 13765
conv2d_1, 8, 864, 5943, 16112
conv2d_1, 9, 567, 3883, 11191
conv2d_1, 10, 864, 7320, 16189
conv2d_1, 11, 864, 7219, 17282
conv2d_1, 12, 864, 8039, 15083
conv2d_1, 13, 864, 8052, 15232
conv2d_1, 14, 567, 4865, 10193
conv2d_1, 15, 864, 6442, 16104
conv2d_1, 16, 864, 6273, 15612
conv2d_1, 17, 864, 7878, 14311
conv2d_1, 18, 864, 7710, 16232
conv2d_1, 19, 567, 4743, 12022
conv2d_1, 20, 864, 8418, 16646
conv2d_1, 21, 864, 7884, 17412
conv2d_1, 22, 864, 7372, 16047
conv2d_1, 23, 864, 9142, 16285
conv2d_1, 24, 567, 6329, 12247
conv2d_1, 25, 864, 8399, 16230
conv2d_1, 26, 864, 8219, 16300
conv2d_1, 27, 864, 8144, 15234
conv2d_1, 28, 864, 7964, 15504
conv2d_1, 29, 567, 5606, 10947
conv2d_1, 30, 864, 7200, 15228
conv2d_1, 31, 864, 6883, 15226
conv2d_1, 32, 864, 6270, 14327
conv2d_1, 33, 864, 6392, 15656
conv2d_1, 34, 567, 3937, 11882
conv2d_1, 35, 864, 6956, 15995
conv2d_1, 36, 864, 7148, 15717
conv2d_1, 37, 864, 7263, 14818
conv2d_1, 38, 864, 7083, 14106
conv2d_1, 39, 567, 4556, 10952
conv2d_1, 40, 864, 6386, 15563
conv2d_1, 41, 864, 6752, 15323
conv2d_1, 42, 864, 7401, 14316
conv2d_1, 43, 864, 7245, 13928
conv2d_1, 44, 567, 3874, 9720
conv2d_1, 45, 270, 2066, 4970
conv2d_1, 46, 270, 1932, 5111
conv2d_1, 47, 270, 2046, 5790
conv2d_1, 48, 270, 2055, 3933
conv2d_1, 49, 178, 1240, 3089
batch_normalization_1, 0, 38, 3741, 0
batch_normalization_1, 1, 38, 3423, 0
batch_normalization_1, 2, 38, 5474, 0
batch_normalization_1, 3, 38, 5628, 0
batch_normalization_1, 4, 38, 5685, 0
batch_normalization_1, 5, 38, 5592, 0
batch_normalization_1, 6, 38, 5666, 0
batch_normalization_1, 7, 38, 5644, 0
batch_normalization_1, 8, 38, 4531, 0
batch_normalization_1, 9, 38, 4843, 0
batch_normalization_1, 10, 38, 5516, 0
batch_normalization_1, 11, 38, 5799, 0
batch_normalization_1, 12, 38, 6470, 0
batch_normalization_1, 13, 38, 5631, 0
batch_normalization_1, 14, 38, 5315, 0
batch_normalization_1, 15, 38, 4658, 0
batch_normalization_1, 16, 38, 5116, 0
batch_normalization_1, 17, 38, 6382, 0
batch_normalization_1, 18, 38, 5555, 0
batch_normalization_1, 19, 38, 6374, 0
batch_normalization_1, 20, 38, 5735, 0
batch_normalization_1, 21, 38, 4674, 0
batch_normalization_1, 22, 38, 5434, 0
batch_normalization_1, 23, 38, 5366, 0
batch_normalization_1, 24, 38, 6403, 0
batch_normalization_1, 25, 38, 5634, 0
batch_normalization_1, 26, 38, 5735, 0
batch_normalization_1, 27, 38, 6154, 0
batch_normalization_1, 28, 38, 4819, 0
batch_normalization_1, 29, 38, 5374, 0
batch_normalization_1, 30, 38, 5144, 0
batch_normalization_1, 31, 38, 5610, 0
batch_normalization_1, 32, 38, 6784, 0
batch_normalization_1, 33, 38, 5528, 0
batch_normalization_1, 34, 38, 6144, 0
batch_normalization_1, 35, 38, 4620, 0
batch_normalization_1, 36, 38, 4666, 0
batch_normalization_1, 37, 38, 6215, 0
batch_normalization_1, 38, 38, 5643, 0
batch_normalization_1, 39, 38, 6258, 0
batch_normalization_1, 40, 38, 5665, 0
batch_normalization_1, 41, 38, 6186, 0
batch_normalization_1, 42, 38, 4469, 0
batch_normalization_1, 43, 38, 4752, 0
batch_normalization_1, 44, 38, 6481, 0
batch_normalization_1, 45, 38, 5462, 0
batch_normalization_1, 46, 38, 6334, 0
batch_normalization_1, 47, 38, 5555, 0
batch_normalization_1, 48, 38, 4967, 0
batch_normalization_1, 49, 38, 5488, 0
batch_normalization_1, 50, 38, 4683, 0
batch_normalization_1, 51, 38, 6452, 0
batch_normalization_1, 52, 38, 5609, 0
batch_normalization_1, 53, 38, 5566, 0
batch_normalization_1, 54, 38, 6387, 0
batch_normalization_1, 55, 38, 5146, 0
batch_normalization_1, 56, 38, 5379, 0
batch_normalization_1, 57, 38, 4823, 0
batch_normalization_1, 58, 38, 5703, 0
batch_normalization_1, 59, 38, 6258, 0
batch_normalization_1, 60, 38, 5892, 0
batch_normalization_1, 61, 38, 6344, 0
batch_normalization_1, 62, 38, 4800, 0
batch_normalization_1, 63, 38, 4593, 0
batch_normalization_1, 64, 38, 5829, 0
batch_normalization_1, 65, 38, 5723, 0
batch_normalization_1, 66, 38, 6500, 0
batch_normalization_1, 67, 38, 5675, 0
batch_normalization_1, 68, 38, 6512, 0
batch_normalization_1, 69, 38, 4637, 0
batch_normalization_1, 70, 38, 4757, 0
batch_normalization_1, 71, 38, 5781, 0
batch_normalization_1, 72, 38, 5810, 0
batch_normalization_1, 73, 38, 5584, 0
batch_normalization_1, 74, 38, 5550, 0
batch_normalization_1, 75, 38, 5659, 0
batch_normalization_1, 76, 38, 5455, 0
batch_normalization_1, 77, 38, 4637, 0
batch_normalization_1, 78, 38, 6332, 0
batch_normalization_1, 79, 38, 5711, 0
batch_normalization_1, 80, 38, 5749, 0
batch_normalization_1, 81, 38, 6519, 0
batch_normalization_1, 82, 38, 5449, 0
batch_normalization_1, 83, 38, 5421, 0
batch_normalization_1, 84, 38, 4689, 0
batch_normalization_1, 85, 38, 5146, 0
batch_normalization_1, 86, 38, 6385, 0
batch_normalization_1, 87, 38, 5777, 0
batch_normalization_1, 88, 38, 6347, 0
batch_normalization_1, 89, 38, 5504, 0
batch_normalization_1, 90, 38, 4668, 0
batch_normalization_1, 91, 38, 5312, 0
batch_normalization_1, 92, 38, 5570, 0
batch_normalization_1, 93, 38, 6676, 0
batch_normalization_1, 94, 38, 5538, 0
batch_normalization_1, 95, 38, 6402, 0
batch_normalization_1, 96, 38, 5460, 0
batch_normalization_1, 97, 38, 4489, 0
batch_normalization_1, 98, 38, 5487, 0
batch_normalization_1, 99, 38, 5968, 0
batch_normalization_1, 100, 38, 6416, 0
batch_normalization_1, 101, 38, 5651, 0
batch_normalization_1, 102, 38, 5634, 0
batch_normalization_1, 103, 38, 5739, 0
batch_normalization_1, 104, 38, 4633, 0
batch_normalization_1, 105, 38, 4638, 0
batch_normalization_1, 106, 38, 5401, 0
batch_normalization_1, 107, 38, 5587, 0
batch_normalization_1, 108, 38, 6465, 0
batch_normalization_1, 109, 38, 5437, 0
batch_normalization_1, 110, 38, 5938, 0
batch_normalization_1, 111, 38, 4650, 0
batch_normalization_1, 112, 38, 4810, 0
batch_normalization_1, 113, 38, 6380, 0
batch_normalization_1, 114, 38, 5607, 0
batch_normalization_1, 115, 38, 6489, 0
batch_normalization_1, 116, 38, 5878, 0
batch_normalization_1, 117, 38, 4840, 0
batch_normalization_1, 118, 38, 5405, 0
batch_normalization_1, 119, 38, 4910, 0
batch_normalization_1, 120, 38, 6387, 0
batch_normalization_1, 121, 38, 5843, 0
batch_normalization_1, 122, 38, 5667, 0
batch_normalization_1, 123, 38, 5757, 0
batch_normalization_1, 124, 38, 4803, 0
batch_normalization_1, 125, 38, 5533, 0
batch_normalization_1, 126, 38, 5139, 0
batch_normalization_1, 127, 38, 5862, 0
batch_normalization_1, 128, 38, 5693, 0
batch_normalization_1, 129, 38, 5717, 0
batch_normalization_1, 130, 38, 6253, 0
batch_normalization_1, 131, 38, 4691, 0
batch_normalization_1, 132, 38, 5449, 0
batch_normalization_1, 133, 38, 5157, 0
batch_normalization_1, 134, 38, 5731, 0
batch_normalization_1, 135, 38, 6460, 0
batch_normalization_1, 136, 38, 5747, 0
batch_normalization_1, 137, 38, 6082, 0
batch_normalization_1, 138, 38, 4760, 0
batch_normalization_1, 139, 38, 4564, 0
batch_normalization_1, 140, 38, 6139, 0
batch_normalization_1, 141, 38, 5618, 0
batch_normalization_1, 142, 38, 6494, 0
batch_normalization_1, 143, 38, 5661, 0
batch_normalization_1, 144, 38, 5456, 0
batch_normalization_1, 145, 38, 4613, 0
batch_normalization_1, 146, 38, 4736, 0
batch_normalization_1, 147, 38, 6252, 0
batch_normalization_1, 148, 38, 5844, 0
conv2d_2, 0, 2646, 28231, 6354
conv2d_2, 1, 2646, 3804, 7044
conv2d_2, 2, 2646, 5566, 6433
conv2d_2, 3, 2646, 6278, 7036
conv2d_2, 4, 2646, 5645, 6388
conv2d_2, 5, 2646, 5646, 6556
conv2d_2, 6, 2646, 5600, 7059
conv2d_2, 7, 2646, 5766, 6478
conv2d_2, 8, 2646, 6351, 7232
conv2d_2, 9, 2646, 5712, 6396
conv2d_2, 10, 2646, 6446, 7129
conv2d_2, 11, 2646, 5606, 6487
conv2d_2, 12, 2646, 6363, 6436
conv2d_2, 13, 2646, 5657, 7215
conv2d_2, 14, 2646, 5646, 6397
conv2d_2, 15, 2646, 6365, 7176
conv2d_2, 16, 2646, 5369, 6476
conv2d_2, 17, 2646, 6090, 7182
conv2d_2, 18, 2646, 5570, 6280
conv2d_2, 19, 2646, 6284, 6980
conv2d_2, 20, 2646, 5360, 6304
conv2d_2, 21, 2646, 5430, 6347
conv2d_2, 22, 2646, 5466, 7127
conv2d_2, 23, 2646, 5717, 6251
conv2d_2, 24, 2646, 6489, 6844
conv2d_2, 25, 2646, 5751, 6277
conv2d_2, 26, 2646, 6468, 6929
conv2d_2, 27, 2646, 5943, 6329
conv2d_2, 28, 2646, 6707, 6245
conv2d_2, 29, 2646, 5953, 7083
conv2d_2, 30, 2646, 5773, 6508
conv2d_2, 31, 2646, 6567, 7181
conv2d_2, 32, 2646, 5998, 6357
conv2d_2, 33, 2646, 6639, 7000
conv2d_2, 34, 2646, 6203, 6342
conv2d_2, 35, 2646, 6858, 6257
conv2d_2, 36, 2646, 6188, 7095
conv2d_2, 37, 2646, 5823, 6368
conv2d_2, 38, 2646, 6801, 7074
conv2d_2, 39, 2646, 6044, 6500
conv2d_2, 40, 2646, 6658, 7181
conv2d_2, 41, 2646, 6024, 6543
conv2d_2, 42, 2646, 6683, 6232
conv2d_2, 43, 2646, 6007, 7189
conv2d_2, 44, 2646, 5768, 6396
conv2d_2, 45, 2646, 6697, 7159
conv2d_2, 46, 2646, 5932, 6557
conv2d_2, 47, 2646, 6633, 7206
conv2d_2, 48, 2646, 5891, 6541
conv2d_2, 49, 2646, 6548, 6926
conv2d_2, 50, 2646, 5941, 6412
conv2d_2, 51, 2646, 6368, 6543
conv2d_2, 52, 2646, 5644, 7164
conv2d_2, 53, 2646, 5811, 6416
conv2d_2, 54, 2646, 6434, 7323
conv2d_2, 55, 2646, 5648, 6489
conv2d_2, 56, 2646, 6629, 7048
conv2d_2, 57, 2646, 5759, 6441
conv2d_2, 58, 2646, 6254, 7121
conv2d_2, 59, 2646, 5703, 6467
conv2d_2, 60, 2646, 5627, 6656
conv2d_2, 61, 2646, 5611, 7056
conv2d_2, 62, 2646, 5782, 6496
conv2d_2, 63, 2646, 6268, 7172
conv2d_2, 64, 2646, 5778, 6429
conv2d_2, 65, 2646, 6394, 7324
conv2d_2, 66, 2646, 5569, 6550
conv2d_2, 67, 2646, 6540, 6272
conv2d_2, 68, 2646, 5784, 7167
conv2d_2, 69, 2646, 5602, 6338
conv2d_2, 70, 2646, 6369, 7087
conv2d_2, 71, 2646, 5550, 6341
conv2d_2, 72, 2646, 6379, 6980
conv2d_2, 73, 2646, 5665, 6332
conv2d_2, 74, 2646, 6290, 7136
conv2d_2, 75, 2646, 5614, 6259
conv2d_2, 76, 2646, 5576, 6357
conv2d_2, 77, 2646, 5427, 7140
conv2d_2, 78, 2646, 5451, 6338
conv2d_2, 79, 2646, 6278, 7045
conv2d_2, 80, 2646, 5292, 6376
conv2d_2, 81, 2646, 6099, 6993
conv2d_2, 82, 2646, 5378, 6376
conv2d_2, 83, 2646, 5343, 6207
conv2d_2, 84, 2646, 5514, 6953
conv2d_2, 85, 2646, 5339, 6188
conv2d_2, 86, 2646, 6163, 7038
conv2d_2, 87, 2646, 5444, 6486
conv2d_2, 88, 2646, 6356, 6917
conv2d_2, 89, 2646, 5652, 6276
conv2d_2, 90, 2646, 6353, 6186
conv2d_2, 91, 2646, 5996, 7002
conv2d_2, 92, 2646, 5770, 6230
conv2d_2, 93, 2646, 6566, 6937
conv2d_2, 94, 2646, 5848, 6500
conv2d_2, 95, 2646, 6797, 7497
conv2d_2, 96, 2646, 6038, 6338
conv2d_2, 97, 2646, 7055, 6367
conv2d_2, 98, 2646, 6094, 7147
conv2d_2, 99, 2646, 5995, 6505
conv2d_2, 100, 2646, 6941, 7114
conv2d_2, 101, 2646, 6353, 6167
conv2d_2, 102, 2646, 6756, 7049
conv2d_2, 103, 2646, 5931, 6395
conv2d_2, 104, 2646, 6703, 7384
conv2d_2, 105, 2646, 5981, 6381
conv2d_2, 106, 2646, 6134, 6404
conv2d_2, 107, 2646, 5885, 7128
conv2d_2, 108, 2646, 5800, 6276
conv2d_2, 109, 2646, 6622, 7174
conv2d_2, 110, 2646, 5808, 6567
conv2d_2, 111, 2646, 6638, 7077
conv2d_2, 112, 2646, 5917, 6436
conv2d_2, 113, 2646, 6459, 6519
conv2d_2, 114, 2646, 5760, 7268
conv2d_2, 115, 2646, 5759, 6426
conv2d_2, 116, 2646, 6572, 7230
conv2d_2, 117, 2646, 5764, 6638
conv2d_2, 118, 2646, 6442, 7468
conv2d_2, 119, 2646, 5872, 6440
conv2d_2, 120, 2646, 6718, 7160
conv2d_2, 121, 2646, 5652, 6434
conv2d_2, 122, 2646, 6430, 6407
conv2d_2, 123, 2646, 5648, 7433
conv2d_2, 124, 2646, 5619, 6407
conv2d_2, 125, 2646, 6643, 7149
conv2d_2, 126, 2646, 5651, 6462
conv2d_2, 127, 2646, 6361, 7088
conv2d_2, 128, 2646, 5678, 6292
conv2d_2, 129, 2646, 6300, 7119
conv2d_2, 130, 2646, 5524, 6568
conv2d_2, 131, 2646, 5621, 6240
conv2d_2, 132, 2646, 5780, 7088
conv2d_2, 133, 2646, 5562, 6390
conv2d_2, 134, 2646, 6300, 7174
conv2d_2, 135, 2646, 5604, 6333
conv2d_2, 136, 2646, 6416, 6961
conv2d_2, 137, 2646, 5543, 6389
conv2d_2, 138, 2646, 6265, 6413
conv2d_2, 139, 2646, 5601, 7074
conv2d_2, 140, 2646, 5625, 6346
conv2d_2, 141, 2646, 6284, 7223
conv2d_2, 142, 2646, 5546, 6342
conv2d_2, 143, 2646, 6361, 7115
conv2d_2, 144, 2646, 5302, 6230
conv2d_2, 145, 2646, 6039, 3530
conv2d_2, 146, 2646, 5314, 4203
batch_normalization_2, 0, 37, 4246, 0
batch_normalization_2, 1, 37, 3819, 0
batch_normalization_2, 2, 37, 4790, 0
batch_normalization_2, 3, 37, 6316, 0
batch_normalization_2, 4, 37, 5981, 0
batch_normalization_2, 5, 37, 6141, 0
batch_normalization_2, 6, 37, 5559, 0
batch_normalization_2, 7, 37, 5893, 0
batch_normalization_2, 8, 37, 5124, 0
batch_normalization_2, 9, 37, 5009, 0
batch_normalization_2, 10, 37, 6260, 0
batch_normalization_2, 11, 37, 5711, 0
batch_normalization_2, 12, 37, 6533, 0
batch_normalization_2, 13, 37, 5381, 0
batch_normalization_2, 14, 37, 5938, 0
batch_normalization_2, 15, 37, 5907, 0
batch_normalization_2, 16, 37, 4990, 0
batch_normalization_2, 17, 37, 6330, 0
batch_normalization_2, 18, 37, 5549, 0
batch_normalization_2, 19, 37, 5557, 0
batch_normalization_2, 20, 37, 6652, 0
batch_normalization_2, 21, 37, 5593, 0
batch_normalization_2, 22, 37, 5926, 0
batch_normalization_2, 23, 37, 5113, 0
batch_normalization_2, 24, 37, 6398, 0
batch_normalization_2, 25, 37, 5671, 0
batch_normalization_2, 26, 37, 5541, 0
batch_normalization_2, 27, 37, 6436, 0
batch_normalization_2, 28, 37, 5752, 0
batch_normalization_2, 29, 37, 5796, 0
batch_normalization_2, 30, 37, 5350, 0
batch_normalization_2, 31, 37, 6017, 0
batch_normalization_2, 32, 37, 6237, 0
batch_normalization_2, 33, 37, 5713, 0
batch_normalization_2, 34, 37, 6384, 0
batch_normalization_2, 35, 37, 5572, 0
batch_normalization_2, 36, 37, 5742, 0
batch_normalization_2, 37, 37, 5336, 0
batch_normalization_2, 38, 37, 5520, 0
batch_normalization_2, 39, 37, 6188, 0
batch_normalization_2, 40, 37, 5531, 0
batch_normalization_2, 41, 37, 6351, 0
batch_normalization_2, 42, 37, 5458, 0
batch_normalization_2, 43, 37, 4876, 0
batch_normalization_2, 44, 37, 6265, 0
batch_normalization_2, 45, 37, 5417, 0
batch_normalization_2, 46, 37, 6226, 0
batch_normalization_2, 47, 37, 5764, 0
